provenance,setting,domain,split,input_group,method,human_order,median_scores,complete,pairwise,top_region,best_of_4,rank_regret,cost_units
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0120,Static tools,1|3|0|2,0.34428373|1.44258631|-0.98051306|-1.39706804,1,0.66666667,0.60000000,1.00000000,0.00000000,0.871596
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0121,Static tools,0|3|1|2,3.07783107|-1.89625414|0.58966141|-2.02691691,1,0.50000000,0.60000000,1.00000000,0.00000000,1.079037
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0122,Static tools,1|2|3|0,1.65141901|0.06244179|1.31661023|2.81424832,1,0.16666667,0.00000000,0.00000000,0.66666667,0.906827
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0123,Static tools,2|1|3|0,0.87238149|0.70342470|-1.07686583|-0.64866766,1,0.16666667,0.20000000,0.00000000,1.00000000,0.836756
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0124,Static tools,2|3|1|0,-0.35833933|-1.25869954|1.30017777|-0.73975691,1,0.66666667,0.80000000,1.00000000,0.00000000,1.010312
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0125,Static tools,3|0|2|1,-1.04598448|-0.20736884|-1.41302304|0.40300278,1,0.66666667,0.80000000,1.00000000,0.00000000,0.773671
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0126,Static tools,3|2|1|0,-1.58289909|-1.67732485|-2.53612181|0.42585450,1,0.50000000,0.60000000,1.00000000,0.00000000,1.012469
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0127,Static tools,0|3|1|2,-0.32136456|-0.84916351|-1.61304612|0.87229741,1,0.83333333,0.80000000,0.00000000,0.33333333,0.827782
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0128,Static tools,2|1|3|0,-0.09411771|0.54369048|2.97467810|-0.84311272,1,0.83333333,1.00000000,1.00000000,0.00000000,1.218268
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0129,Static tools,3|1|2|0,-0.54423671|0.23634102|1.49103580|2.21310534,1,0.83333333,0.80000000,1.00000000,0.00000000,1.115372
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0130,Static tools,0|2|1|3,1.27249598|-0.07441679|2.17459188|1.02440069,1,0.66666667,0.80000000,0.00000000,0.33333333,0.975527
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0131,Static tools,0|2|3|1,-0.67657818|-1.53634690|-0.39212327|-2.04774629,1,0.66666667,0.80000000,0.00000000,0.33333333,0.969630
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0132,Static tools,1|2|3|0,-0.17615474|-0.85516521|1.49783279|1.29211101,1,0.50000000,0.40000000,0.00000000,0.33333333,1.226875
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0133,Static tools,0|3|2|1,0.24550184|1.27165620|2.17903293|2.03370841,1,0.33333333,0.20000000,0.00000000,0.66666667,1.224969
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0134,Static tools,1|3|2|0,1.59019686|-0.03238759|-0.37601725|-1.69707783,1,0.33333333,0.40000000,0.00000000,1.00000000,0.629260
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0135,Static tools,2|1|3|0,-1.18935464|0.00589232|-2.33669145|2.18190466,1,0.33333333,0.20000000,0.00000000,0.66666667,0.807086
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0136,Static tools,3|1|2|0,0.60384499|3.33359070|-0.39949584|0.17219032,1,0.50000000,0.60000000,0.00000000,0.33333333,0.854983
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0137,Static tools,2|1|0|3,-2.12280071|2.08157264|-0.08271863|-1.87943295,1,0.66666667,0.80000000,0.00000000,0.33333333,1.079975
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0138,Static tools,3|2|0|1,1.44625676|0.08959912|1.28222238|4.17498441,1,0.83333333,0.80000000,1.00000000,0.00000000,1.089866
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0139,Static tools,3|0|2|1,-1.10073531|-0.36991526|-0.66145089|0.94815995,1,0.50000000,0.60000000,1.00000000,0.00000000,0.806843
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0140,Static tools,0|2|1|3,-0.47198199|-2.07445320|2.69875106|-0.73168038,1,0.66666667,0.80000000,0.00000000,0.33333333,1.212386
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0141,Static tools,2|0|3|1,-0.82845480|-1.70719733|1.06959908|-1.71476984,1,0.83333333,1.00000000,1.00000000,0.00000000,0.859299
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0142,Static tools,0|3|1|2,-0.36279756|1.31280061|0.18399887|-2.22032093,1,0.33333333,0.20000000,0.00000000,0.66666667,0.944411
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0143,Static tools,1|2|0|3,-1.83746516|-0.06072394|-2.08914873|-3.80430830,1,0.83333333,0.80000000,1.00000000,0.00000000,0.792851
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0144,Static tools,2|3|0|1,-2.53250688|-1.54409909|1.61559220|1.53143040,1,0.83333333,1.00000000,1.00000000,0.00000000,1.010995
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0145,Static tools,3|2|1|0,0.16218041|-0.63642154|-1.59968888|-0.12544236,1,0.33333333,0.40000000,0.00000000,1.00000000,1.399439
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0146,Static tools,0|1|2|3,2.51794236|-0.11288195|-2.64221449|-3.27042698,1,1.00000000,1.00000000,1.00000000,0.00000000,0.818933
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0147,Static tools,0|1|3|2,-0.39901305|1.37902462|-0.04809221|0.54616430,1,0.50000000,0.40000000,0.00000000,0.33333333,1.244033
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0148,Static tools,2|3|0|1,-1.54960082|-2.77587651|3.16420161|-3.28068705,1,0.66666667,0.60000000,1.00000000,0.00000000,0.928182
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0149,Static tools,1|2|3|0,-2.56213775|1.14099262|0.71843581|1.17171924,1,0.66666667,0.60000000,0.00000000,0.66666667,0.828260
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0150,Static tools,0|3|1|2,-0.47696633|-2.56559874|-1.63791923|1.21378345,1,0.66666667,0.80000000,0.00000000,0.33333333,0.922816
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0151,Static tools,2|3|0|1,-0.91105587|-1.81852170|2.55801959|0.28918523,1,1.00000000,1.00000000,1.00000000,0.00000000,1.022849
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0152,Static tools,1|0|3|2,2.76962646|2.31001408|-4.22607270|0.33669131,1,0.83333333,0.80000000,0.00000000,0.33333333,0.943540
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0153,Static tools,1|3|0|2,-0.94987363|-0.18535707|-0.62381104|-0.18256673,1,0.66666667,0.80000000,0.00000000,0.33333333,1.078297
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0154,Static tools,3|1|2|0,-0.99816184|0.99618624|-1.22911460|0.51019232,1,0.66666667,0.80000000,0.00000000,0.33333333,1.243032
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0155,Static tools,2|3|0|1,0.46738964|-2.65839110|0.58499883|1.24925568,1,0.83333333,0.80000000,0.00000000,0.33333333,0.905656
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0156,Static tools,1|2|3|0,1.65519732|1.90851385|-1.40216145|0.28181171,1,0.50000000,0.60000000,1.00000000,0.00000000,0.896751
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0157,Static tools,0|3|1|2,1.41418784|3.15360701|1.09156459|0.54699835,1,0.50000000,0.40000000,0.00000000,0.66666667,1.267040
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0158,Static tools,3|1|2|0,-2.62458912|0.06731397|-0.45403256|0.32365592,1,1.00000000,1.00000000,1.00000000,0.00000000,1.124235
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0159,Static tools,2|3|1|0,1.18155005|-0.40649414|3.53882056|0.58361189,1,0.66666667,0.80000000,1.00000000,0.00000000,0.910831
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0000,Prompt optimization,1|0|2|3,0.46294160|-1.52349605|-0.01427502|0.32835759,1,0.33333333,0.40000000,0.00000000,0.33333333,1.003426
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0001,Prompt optimization,2|0|3|1,1.32981089|-1.22873295|2.07630868|1.42887931,1,0.83333333,0.80000000,1.00000000,0.00000000,0.866623
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0002,Prompt optimization,0|1|2|3,0.17411942|0.64648274|-1.48713896|-2.88527144,1,0.83333333,0.80000000,0.00000000,0.33333333,1.077509
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0003,Prompt optimization,2|3|1|0,-0.81596876|1.85295277|1.09945073|-0.06925686,0,,,,,1.151007
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0004,Prompt optimization,2|1|0|3,-0.36804700|0.84702034|1.69018814|-1.41815401,1,1.00000000,1.00000000,1.00000000,0.00000000,0.952349
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0005,Prompt optimization,3|2|1|0,-0.10871907|-1.40051066|0.82130156|-1.34869127,1,0.50000000,0.60000000,0.00000000,0.33333333,1.042402
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0006,Prompt optimization,1|2|0|3,1.37504064|1.22936225|1.22224697|-2.41808527,1,0.66666667,0.60000000,0.00000000,0.66666667,1.381841
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0007,Prompt optimization,0|2|1|3,1.68038843|-1.54116530|1.69835261|-1.02608196,1,0.66666667,0.80000000,0.00000000,0.33333333,1.338538
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0008,Prompt optimization,3|0|2|1,0.57328164|-1.10740616|0.07762052|-0.95102423,1,0.66666667,0.60000000,0.00000000,0.33333333,1.261813
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0009,Prompt optimization,3|2|1|0,1.37527254|2.80863129|1.83790479|2.02408028,1,0.66666667,0.60000000,0.00000000,0.66666667,0.981378
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0010,Prompt optimization,0|2|3|1,0.13546513|-1.40481063|0.37498986|-0.78184049,1,0.83333333,0.80000000,0.00000000,0.33333333,1.341367
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0011,Prompt optimization,0|2|1|3,0.92764822|1.07578988|-3.24938686|0.77667218,1,0.50000000,0.40000000,0.00000000,0.66666667,1.036248
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0012,Prompt optimization,1|3|2|0,-0.85575627|1.46369670|1.24279275|2.35957665,1,0.83333333,0.80000000,0.00000000,0.33333333,1.473977
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0013,Prompt optimization,3|2|1|0,-3.58340755|-2.20347398|1.41346722|-0.09096792,1,0.83333333,0.80000000,0.00000000,0.33333333,1.144948
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0014,Prompt optimization,2|1|0|3,0.57979875|-0.41386407|1.10040768|-3.47165000,1,0.83333333,0.80000000,1.00000000,0.00000000,1.261772
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0015,Prompt optimization,3|0|2|1,0.58211726|-4.13297009|-1.02358024|-0.36530915,1,0.83333333,0.80000000,0.00000000,0.33333333,1.073720
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0016,Prompt optimization,3|2|1|0,-2.29022353|-0.87477672|0.32892203|2.67824633,1,1.00000000,1.00000000,1.00000000,0.00000000,1.272140
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0017,Prompt optimization,1|0|3|2,1.16519796|-0.08811815|-4.82631646|-0.67867219,1,0.83333333,0.80000000,0.00000000,0.33333333,0.885230
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0018,Prompt optimization,2|0|3|1,0.07824905|-2.76982878|1.02485235|-1.73606780,1,1.00000000,1.00000000,1.00000000,0.00000000,1.075086
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0019,Prompt optimization,0|1|3|2,1.68000712|2.08148321|0.00532565|-0.27982344,1,0.66666667,0.80000000,0.00000000,0.33333333,0.817429
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0020,Prompt optimization,3|1|0|2,-4.16493132|0.81884503|-3.62043629|1.85287242,1,0.83333333,1.00000000,1.00000000,0.00000000,1.595107
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0021,Prompt optimization,1|0|2|3,3.39223496|1.69619796|1.66574337|1.57425056,1,0.83333333,0.80000000,0.00000000,0.33333333,1.000502
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0022,Prompt optimization,0|3|2|1,2.33906063|-1.13890228|-0.53538151|2.34472177,1,0.83333333,0.80000000,0.00000000,0.33333333,1.102134
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0023,Prompt optimization,0|2|3|1,-0.56097618|-0.14215025|1.59028673|0.63542920,1,0.50000000,0.40000000,0.00000000,0.33333333,1.123323
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0024,Prompt optimization,2|1|3|0,-1.46750285|0.41892952|1.54101914|-1.39365033,1,1.00000000,1.00000000,1.00000000,0.00000000,0.828898
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0025,Prompt optimization,3|2|0|1,1.51395880|-0.74407887|0.52420196|0.04141871,1,0.50000000,0.40000000,0.00000000,0.66666667,1.056559
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0026,Prompt optimization,1|2|3|0,-1.73507404|0.92331716|-0.75180768|1.64708361,1,0.66666667,0.60000000,0.00000000,0.66666667,0.866560
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0027,Prompt optimization,3|2|0|1,-0.42332770|-0.82153948|0.56466178|0.54469654,1,0.83333333,0.80000000,0.00000000,0.33333333,1.142286
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0028,Prompt optimization,1|3|0|2,-2.69338009|-0.50521150|-0.93644326|-2.49121354,1,0.66666667,0.80000000,1.00000000,0.00000000,1.375671
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0029,Prompt optimization,0|3|1|2,0.42285880|1.04631503|-0.67783539|2.37505267,1,0.66666667,0.60000000,0.00000000,0.33333333,0.967694
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0030,Prompt optimization,0|1|2|3,2.66020510|2.01337626|-2.16667214|-0.40170881,1,0.83333333,1.00000000,1.00000000,0.00000000,1.266952
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0031,Prompt optimization,0|1|2|3,2.06282275|0.46277273|-1.85706720|-1.84263104,1,0.83333333,1.00000000,1.00000000,0.00000000,0.793005
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0032,Prompt optimization,0|3|2|1,0.38702808|-2.72820417|-3.08885077|-1.98103146,1,0.83333333,1.00000000,1.00000000,0.00000000,0.951778
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0033,Prompt optimization,3|1|0|2,-1.12860367|-1.86063053|-2.66676138|0.35060133,1,0.83333333,0.80000000,1.00000000,0.00000000,1.554481
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0034,Prompt optimization,0|2|3|1,1.34804781|-2.03222021|-2.37669632|-1.26107027,1,0.66666667,0.60000000,1.00000000,0.00000000,1.153597
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0035,Prompt optimization,2|0|1|3,-0.42206324|0.29653817|1.96008061|-1.25164995,1,0.83333333,0.80000000,1.00000000,0.00000000,0.701479
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0036,Prompt optimization,2|3|0|1,0.18195910|0.47708204|3.57615336|0.48456410,1,0.83333333,1.00000000,1.00000000,0.00000000,1.134366
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0037,Prompt optimization,1|2|0|3,-0.36011410|1.64950757|1.24178826|-1.24826163,1,1.00000000,1.00000000,1.00000000,0.00000000,1.001179
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0038,Prompt optimization,0|3|2|1,4.13650856|-1.45687928|0.67029867|1.80349288,1,1.00000000,1.00000000,1.00000000,0.00000000,1.226544
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0039,Prompt optimization,0|3|2|1,0.45260838|-1.31746386|1.12700219|1.25712964,1,0.66666667,0.60000000,0.00000000,0.33333333,1.449362
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0040,Prompt optimization,0|1|2|3,0.13451865|-0.13080301|0.57429666|2.65127245,1,0.16666667,0.20000000,0.00000000,1.00000000,1.169191
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0041,Prompt optimization,3|2|1|0,-1.33862969|0.68842269|0.31630978|-0.33676961,1,0.50000000,0.40000000,0.00000000,0.66666667,1.177453
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0042,Prompt optimization,2|0|1|3,-1.30844209|1.26040061|2.45182459|-4.78607623,1,0.83333333,0.80000000,1.00000000,0.00000000,1.080532
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0043,Prompt optimization,0|2|1|3,0.15536974|1.34909079|0.61235270|-2.08642890,1,0.50000000,0.40000000,0.00000000,0.66666667,1.020449
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0044,Prompt optimization,0|1|3|2,0.93860457|-0.60009117|0.06821275|1.39774055,1,0.50000000,0.40000000,0.00000000,0.66666667,0.796877
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0045,Prompt optimization,0|3|1|2,0.87996292|1.45526665|-2.19510277|0.75036678,1,0.66666667,0.60000000,0.00000000,0.66666667,0.907618
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0046,Prompt optimization,2|0|3|1,-0.37933003|-3.53622331|-1.55048159|-2.22888424,1,0.83333333,0.80000000,0.00000000,0.33333333,1.362989
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0047,Prompt optimization,0|2|3|1,-1.44351276|-1.04505582|1.06821242|0.83847084,1,0.50000000,0.40000000,0.00000000,0.33333333,1.409513
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0048,Prompt optimization,2|1|3|0,0.20360987|0.87290569|2.00815812|1.37803030,1,0.83333333,0.80000000,1.00000000,0.00000000,1.131324
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0049,Prompt optimization,1|0|2|3,0.41813636|1.90167735|-0.23958103|-3.09186347,1,1.00000000,1.00000000,1.00000000,0.00000000,0.865901
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0050,Prompt optimization,2|3|1|0,0.74588770|0.26290197|2.43839485|-0.89173903,1,0.50000000,0.60000000,1.00000000,0.00000000,0.783378
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0051,Prompt optimization,1|3|2|0,-0.28892943|3.08773238|-0.87085895|-1.39963342,1,0.50000000,0.60000000,1.00000000,0.00000000,1.208888
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0052,Prompt optimization,3|2|1|0,-1.17424231|-0.96991018|-0.70598754|0.86756575,1,1.00000000,1.00000000,1.00000000,0.00000000,1.437662
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0053,Prompt optimization,1|3|0|2,0.55362514|1.06239040|1.69947968|0.71339624,1,0.50000000,0.60000000,0.00000000,1.00000000,1.129041
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0054,Prompt optimization,1|2|0|3,0.48576198|3.61105699|-0.74488816|-0.13049238,1,0.66666667,0.60000000,1.00000000,0.00000000,1.241494
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0055,Prompt optimization,2|3|1|0,0.39097451|-0.59997946|1.21175552|1.46432466,1,0.66666667,0.80000000,0.00000000,0.33333333,1.402699
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0056,Prompt optimization,2|1|3|0,-3.55639254|-0.43395791|0.61261650|-3.36834646,1,1.00000000,1.00000000,1.00000000,0.00000000,1.022360
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0057,Prompt optimization,3|0|1|2,-1.69907626|-1.20606602|-1.39993393|1.85147404,1,0.66666667,0.60000000,1.00000000,0.00000000,0.978690
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0058,Prompt optimization,0|2|1|3,1.22226106|-0.80516362|-0.09514410|-0.93058424,1,1.00000000,1.00000000,1.00000000,0.00000000,1.299432
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0059,Prompt optimization,0|3|2|1,-0.95477085|0.24160486|0.27054187|-1.45177433,1,0.33333333,0.20000000,0.00000000,0.66666667,1.170329
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0060,Prompt optimization,1|3|0|2,1.21920529|-0.42322328|0.57242713|0.37103226,1,0.16666667,0.00000000,0.00000000,0.66666667,1.202752
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0061,Prompt optimization,0|1|2|3,1.28609054|-0.17413025|-0.14679854|-0.96685622,1,0.83333333,0.80000000,1.00000000,0.00000000,1.601901
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0062,Prompt optimization,2|3|0|1,3.50977698|2.44175002|0.78862203|1.33366812,1,0.16666667,0.00000000,0.00000000,0.66666667,1.004764
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0063,Prompt optimization,3|2|0|1,-1.22632946|-1.74476258|1.78078704|2.61096095,1,1.00000000,1.00000000,1.00000000,0.00000000,1.417878
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0064,Prompt optimization,2|3|0|1,-1.02583686|-0.66091151|1.23392493|-1.66539642,1,0.50000000,0.60000000,1.00000000,0.00000000,0.988261
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0065,Prompt optimization,1|0|3|2,-0.16891766|-2.02416968|-2.82700255|-1.17776031,1,0.66666667,0.60000000,0.00000000,0.33333333,1.858073
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0066,Prompt optimization,3|1|0|2,-0.72880022|0.48232320|-1.39678121|1.23986235,1,1.00000000,1.00000000,1.00000000,0.00000000,1.004939
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0067,Prompt optimization,0|1|2|3,2.60565535|1.21516379|0.79612359|-2.26430929,1,1.00000000,1.00000000,1.00000000,0.00000000,1.250034
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0068,Prompt optimization,0|2|1|3,-0.44871215|-0.06253462|0.69698122|-0.93146596,1,0.66666667,0.60000000,0.00000000,0.33333333,1.024015
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0069,Prompt optimization,0|2|1|3,3.20073037|-2.87990531|-1.41333850|-2.40087919,1,0.83333333,1.00000000,1.00000000,0.00000000,1.027674
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0070,Prompt optimization,0|1|3|2,0.29469803|0.08620293|-1.24887144|-3.02588996,1,0.83333333,1.00000000,1.00000000,0.00000000,1.171975
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0071,Prompt optimization,2|1|3|0,-1.34466266|-1.89917312|1.98183481|1.10978505,1,0.66666667,0.60000000,1.00000000,0.00000000,1.245459
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0072,Prompt optimization,2|1|0|3,-0.80848268|-1.62275904|-0.91356296|0.28509244,1,0.16666667,0.20000000,0.00000000,1.00000000,1.241604
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0073,Prompt optimization,0|2|3|1,1.29822300|-1.55228878|-0.70045338|-0.11164940,1,0.83333333,0.80000000,1.00000000,0.00000000,1.073557
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0074,Prompt optimization,1|0|2|3,0.18787053|1.79428600|0.57553223|-0.21941002,1,0.83333333,0.80000000,1.00000000,0.00000000,1.527439
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0075,Prompt optimization,0|1|3|2,-1.38923098|-0.08196787|2.56922936|0.27301668,1,0.00000000,0.00000000,0.00000000,1.00000000,1.240099
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0076,Prompt optimization,0|1|3|2,-1.29512182|1.50719583|-2.49538532|-1.50454799,1,0.83333333,0.80000000,0.00000000,0.33333333,1.552717
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0077,Prompt optimization,3|1|2|0,1.88126454|-0.03500863|-1.41323292|-0.78587287,1,0.33333333,0.40000000,0.00000000,1.00000000,0.929246
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0078,Prompt optimization,2|1|3|0,-1.26332248|1.57297423|0.39184879|1.55276732,1,0.66666667,0.60000000,0.00000000,0.33333333,1.345789
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0079,Prompt optimization,3|2|0|1,-0.11505649|-1.15054658|0.64049997|2.91780438,1,1.00000000,1.00000000,1.00000000,0.00000000,1.134698
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0080,Prompt optimization,0|2|1|3,0.58381330|1.43386135|1.15297332|-1.09910648,1,0.50000000,0.40000000,0.00000000,0.66666667,1.138454
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0081,Prompt optimization,0|1|2|3,0.66868960|-3.33546234|1.37568647|-1.89833849,1,0.50000000,0.40000000,0.00000000,0.66666667,0.962679
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0082,Prompt optimization,3|2|0|1,1.03953086|-1.57247066|0.22390799|1.02538627,1,0.66666667,0.60000000,0.00000000,0.66666667,1.205288
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0083,Prompt optimization,1|2|3|0,0.23906391|2.74380509|-0.40952911|1.54471267,1,0.66666667,0.60000000,1.00000000,0.00000000,1.463114
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0084,Prompt optimization,3|1|0|2,-0.48600862|1.10762195|0.22931356|-0.48357384,1,0.50000000,0.60000000,0.00000000,0.33333333,0.852403
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0085,Prompt optimization,1|3|2|0,-0.17271506|1.87384572|-0.20146245|-0.49609841,1,0.50000000,0.60000000,1.00000000,0.00000000,1.425272
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0086,Prompt optimization,3|2|1|0,-1.12264446|1.75037934|1.32862055|-0.44051408,1,0.50000000,0.40000000,0.00000000,0.66666667,1.284052
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0087,Prompt optimization,1|2|3|0,-1.40252597|1.61817539|0.17314365|-0.41602591,1,1.00000000,1.00000000,1.00000000,0.00000000,0.902107
SIMULATED,Reuse,TD-SV1,OOD,SIM-08-OOD-0088,Prompt optimization,2|1|0|3,-3.52027786|-1.47527612|3.36968096|-3.83340436,1,1.00000000,1.00000000,1.00000000,0.00000000,0.953565
