provenance,setting,input_group,feedback,agreement_pct
SIMULATED,Collect,SIM-H-0032,H0,70.32917657136723
SIMULATED,Collect,SIM-H-0032,H0+H1,73.944356335539
SIMULATED,Collect,SIM-H-0032,H0+H1+H2,78.73072512975264
SIMULATED,Collect,SIM-H-0032,H0+H1+H2+H3,79.82973271063139
SIMULATED,Collect,SIM-H-0033,H0,71.57139890326893
SIMULATED,Collect,SIM-H-0033,H0+H1,77.98205202242983
SIMULATED,Collect,SIM-H-0033,H0+H1+H2,79.31416445296146
SIMULATED,Collect,SIM-H-0033,H0+H1+H2+H3,76.71688170164363
SIMULATED,Collect,SIM-H-0034,H0,73.13554584334531
SIMULATED,Collect,SIM-H-0034,H0+H1,78.81844687567727
SIMULATED,Collect,SIM-H-0034,H0+H1+H2,76.56135425039412
SIMULATED,Collect,SIM-H-0034,H0+H1+H2+H3,78.39040233997792
SIMULATED,Collect,SIM-H-0035,H0,70.69076282109552
SIMULATED,Collect,SIM-H-0035,H0+H1,76.76889392288717
SIMULATED,Collect,SIM-H-0035,H0+H1+H2,74.89286273888388
SIMULATED,Collect,SIM-H-0035,H0+H1+H2+H3,80.13554976660566
SIMULATED,Collect,SIM-H-0036,H0,71.55585080124146
SIMULATED,Collect,SIM-H-0036,H0+H1,76.30467766770604
SIMULATED,Collect,SIM-H-0036,H0+H1+H2,78.87627336619487
SIMULATED,Collect,SIM-H-0036,H0+H1+H2+H3,72.17641928856781
SIMULATED,Collect,SIM-H-0037,H0,68.06127312528042
SIMULATED,Collect,SIM-H-0037,H0+H1,74.8866082566196
SIMULATED,Collect,SIM-H-0037,H0+H1+H2,78.03531146260296
SIMULATED,Collect,SIM-H-0037,H0+H1+H2+H3,79.05232918525347
SIMULATED,Collect,SIM-H-0038,H0,71.67274742632864
SIMULATED,Collect,SIM-H-0038,H0+H1,73.60030986365767
SIMULATED,Collect,SIM-H-0038,H0+H1+H2,81.44199615050682
SIMULATED,Collect,SIM-H-0038,H0+H1+H2+H3,78.10599649864643
SIMULATED,Collect,SIM-H-0039,H0,68.93488408757393
SIMULATED,Collect,SIM-H-0039,H0+H1,71.45142617576896
SIMULATED,Collect,SIM-H-0039,H0+H1+H2,78.55500442721839
SIMULATED,Collect,SIM-H-0039,H0+H1+H2+H3,76.84747475919261
SIMULATED,Collect,SIM-H-0040,H0,69.67710871509132
SIMULATED,Collect,SIM-H-0040,H0+H1,76.23147257960878
SIMULATED,Collect,SIM-H-0040,H0+H1+H2,80.84220923944851
SIMULATED,Collect,SIM-H-0040,H0+H1+H2+H3,80.96108681925037
SIMULATED,Collect,SIM-H-0041,H0,69.33404603464227
SIMULATED,Collect,SIM-H-0041,H0+H1,75.48946912409491
SIMULATED,Collect,SIM-H-0041,H0+H1+H2,77.31708921599564
SIMULATED,Collect,SIM-H-0041,H0+H1+H2+H3,79.4113480660974
SIMULATED,Collect,SIM-H-0042,H0,72.49732479365628
SIMULATED,Collect,SIM-H-0042,H0+H1,80.7030091744686
SIMULATED,Collect,SIM-H-0042,H0+H1+H2,82.16385977156614
SIMULATED,Collect,SIM-H-0042,H0+H1+H2+H3,75.13782570791375
SIMULATED,Collect,SIM-H-0043,H0,70.16495212037644
SIMULATED,Collect,SIM-H-0043,H0+H1,69.17800022543848
SIMULATED,Collect,SIM-H-0043,H0+H1+H2,77.34069221152927
SIMULATED,Collect,SIM-H-0043,H0+H1+H2+H3,79.18204360260023
SIMULATED,Collect,SIM-H-0044,H0,75.61412285629008
SIMULATED,Collect,SIM-H-0044,H0+H1,72.55569412301358
SIMULATED,Collect,SIM-H-0044,H0+H1+H2,79.78912160990065
SIMULATED,Collect,SIM-H-0044,H0+H1+H2+H3,78.71664054985825
SIMULATED,Collect,SIM-H-0045,H0,72.0379819400453
SIMULATED,Collect,SIM-H-0045,H0+H1,76.81652148035047
SIMULATED,Collect,SIM-H-0045,H0+H1+H2,80.5523750632258
SIMULATED,Collect,SIM-H-0045,H0+H1+H2+H3,70.87799077970601
SIMULATED,Collect,SIM-H-0046,H0,69.40735061725687
SIMULATED,Collect,SIM-H-0046,H0+H1,75.13622179669177
SIMULATED,Collect,SIM-H-0046,H0+H1+H2,81.64592695147677
SIMULATED,Collect,SIM-H-0046,H0+H1+H2+H3,78.86438285606823
SIMULATED,Collect,SIM-H-0047,H0,67.71680877937501
SIMULATED,Collect,SIM-H-0047,H0+H1,76.0047691545179
SIMULATED,Collect,SIM-H-0047,H0+H1+H2,79.22438965968247
SIMULATED,Collect,SIM-H-0047,H0+H1+H2+H3,76.68445192062562
SIMULATED,Collect,SIM-H-0048,H0,75.10431304986434
SIMULATED,Collect,SIM-H-0048,H0+H1,73.93585661766204
SIMULATED,Collect,SIM-H-0048,H0+H1+H2,72.40672234481534
SIMULATED,Collect,SIM-H-0048,H0+H1+H2+H3,74.90798529434475
SIMULATED,Collect,SIM-H-0049,H0,72.16395337305995
SIMULATED,Collect,SIM-H-0049,H0+H1,75.94081124074044
SIMULATED,Collect,SIM-H-0049,H0+H1+H2,80.1330924490736
SIMULATED,Collect,SIM-H-0049,H0+H1+H2+H3,71.80794755692077
SIMULATED,Collect,SIM-H-0050,H0,75.934514228704
SIMULATED,Collect,SIM-H-0050,H0+H1,75.58691142770205
SIMULATED,Collect,SIM-H-0050,H0+H1+H2,82.275965766334
SIMULATED,Collect,SIM-H-0050,H0+H1+H2+H3,72.76402944471485
SIMULATED,Collect,SIM-H-0051,H0,70.35123566808197
SIMULATED,Collect,SIM-H-0051,H0+H1,76.4187618185637
SIMULATED,Collect,SIM-H-0051,H0+H1+H2,78.95889542685674
SIMULATED,Collect,SIM-H-0051,H0+H1+H2+H3,77.59580790831669
SIMULATED,Collect,SIM-H-0052,H0,68.84955615993665
SIMULATED,Collect,SIM-H-0052,H0+H1,75.21765211235459
SIMULATED,Collect,SIM-H-0052,H0+H1+H2,75.40157486065699
SIMULATED,Collect,SIM-H-0052,H0+H1+H2+H3,74.22412041790066
SIMULATED,Collect,SIM-H-0053,H0,71.67408187907604
SIMULATED,Collect,SIM-H-0053,H0+H1,74.48410471145596
SIMULATED,Collect,SIM-H-0053,H0+H1+H2,76.15015411545889
SIMULATED,Collect,SIM-H-0053,H0+H1+H2+H3,80.57866620057493
SIMULATED,Collect,SIM-H-0054,H0,71.91553912721461
SIMULATED,Collect,SIM-H-0054,H0+H1,73.89575449937422
SIMULATED,Collect,SIM-H-0054,H0+H1+H2,76.92770470773527
SIMULATED,Collect,SIM-H-0054,H0+H1+H2+H3,76.99741092707457
SIMULATED,Collect,SIM-H-0055,H0,73.59727493983215
SIMULATED,Collect,SIM-H-0055,H0+H1,74.63394960959327
SIMULATED,Collect,SIM-H-0055,H0+H1+H2,75.720720650845
SIMULATED,Collect,SIM-H-0055,H0+H1+H2+H3,76.96841942859363
SIMULATED,Collect,SIM-H-0056,H0,70.65310544307582
SIMULATED,Collect,SIM-H-0056,H0+H1,71.40031286353377
SIMULATED,Collect,SIM-H-0056,H0+H1+H2,82.19351857593634
SIMULATED,Collect,SIM-H-0056,H0+H1+H2+H3,77.43948220591118
SIMULATED,Collect,SIM-H-0057,H0,69.37507067183297
SIMULATED,Collect,SIM-H-0057,H0+H1,74.99643042323713
SIMULATED,Collect,SIM-H-0057,H0+H1+H2,79.68743506343236
SIMULATED,Collect,SIM-H-0057,H0+H1+H2+H3,80.72094258886884
SIMULATED,Collect,SIM-H-0058,H0,69.06794708793396
SIMULATED,Collect,SIM-H-0058,H0+H1,73.32870984538008
SIMULATED,Collect,SIM-H-0058,H0+H1+H2,75.44004644035769
SIMULATED,Collect,SIM-H-0058,H0+H1+H2+H3,77.89899195295185
SIMULATED,Collect,SIM-H-0059,H0,69.59502790572193
SIMULATED,Collect,SIM-H-0059,H0+H1,73.29373468188369
SIMULATED,Collect,SIM-H-0059,H0+H1+H2,80.56844548408135
SIMULATED,Collect,SIM-H-0059,H0+H1+H2+H3,77.65288398387005
SIMULATED,Collect,SIM-H-0060,H0,68.2288677561239
SIMULATED,Collect,SIM-H-0060,H0+H1,73.72776495837319
SIMULATED,Collect,SIM-H-0060,H0+H1+H2,78.8316534215328
SIMULATED,Collect,SIM-H-0060,H0+H1+H2+H3,77.28598458018179
SIMULATED,Collect,SIM-H-0061,H0,67.05840232730698
SIMULATED,Collect,SIM-H-0061,H0+H1,76.33427352966815
SIMULATED,Collect,SIM-H-0061,H0+H1+H2,78.83764220409024
SIMULATED,Collect,SIM-H-0061,H0+H1+H2+H3,78.64682553930074
SIMULATED,Collect,SIM-H-0062,H0,69.36884033900328
SIMULATED,Collect,SIM-H-0062,H0+H1,77.47586271812453
SIMULATED,Collect,SIM-H-0062,H0+H1+H2,72.03065852200747
SIMULATED,Collect,SIM-H-0062,H0+H1+H2+H3,75.9900894075431
SIMULATED,Collect,SIM-H-0063,H0,74.34685682711135
SIMULATED,Collect,SIM-H-0063,H0+H1,77.76930925990132
SIMULATED,Collect,SIM-H-0063,H0+H1+H2,72.85539655246652
SIMULATED,Collect,SIM-H-0063,H0+H1+H2+H3,76.49140566692479
SIMULATED,Collect,SIM-H-0064,H0,73.08076273951279
SIMULATED,Collect,SIM-H-0064,H0+H1,69.47679853723666
SIMULATED,Collect,SIM-H-0064,H0+H1+H2,77.08828320584644
SIMULATED,Collect,SIM-H-0064,H0+H1+H2+H3,76.50339420817849
SIMULATED,Collect,SIM-H-0065,H0,73.79407123433283
SIMULATED,Collect,SIM-H-0065,H0+H1,73.1090519383459
SIMULATED,Collect,SIM-H-0065,H0+H1+H2,75.20599429078892
SIMULATED,Collect,SIM-H-0065,H0+H1+H2+H3,82.32665601196486
SIMULATED,Collect,SIM-H-0066,H0,70.35921628957587
SIMULATED,Collect,SIM-H-0066,H0+H1,73.22851957251574
SIMULATED,Collect,SIM-H-0066,H0+H1+H2,76.8237648078255
SIMULATED,Collect,SIM-H-0066,H0+H1+H2+H3,81.24757250020733
SIMULATED,Collect,SIM-H-0067,H0,69.78045303658568
SIMULATED,Collect,SIM-H-0067,H0+H1,75.061883698395
SIMULATED,Collect,SIM-H-0067,H0+H1+H2,80.84536627910836
SIMULATED,Collect,SIM-H-0067,H0+H1+H2+H3,82.36036457050562
SIMULATED,Collect,SIM-H-0068,H0,70.82054629392815
SIMULATED,Collect,SIM-H-0068,H0+H1,75.29014551752141
SIMULATED,Collect,SIM-H-0068,H0+H1+H2,77.36538539249476
SIMULATED,Collect,SIM-H-0068,H0+H1+H2+H3,80.14774036779004
SIMULATED,Collect,SIM-H-0069,H0,72.81010818880482
SIMULATED,Collect,SIM-H-0069,H0+H1,72.81145679885371
SIMULATED,Collect,SIM-H-0069,H0+H1+H2,79.78840619646606
SIMULATED,Collect,SIM-H-0069,H0+H1+H2+H3,79.77578566731158
SIMULATED,Collect,SIM-H-0070,H0,75.178135430401
SIMULATED,Collect,SIM-H-0070,H0+H1,72.98160343108533
SIMULATED,Collect,SIM-H-0070,H0+H1+H2,78.28302225746648
SIMULATED,Collect,SIM-H-0070,H0+H1+H2+H3,77.61893621472782
SIMULATED,Collect,SIM-H-0071,H0,71.55144059303717
SIMULATED,Collect,SIM-H-0071,H0+H1,76.85358728580889
SIMULATED,Collect,SIM-H-0071,H0+H1+H2,78.50339483020552
SIMULATED,Collect,SIM-H-0071,H0+H1+H2+H3,78.77348524427148
SIMULATED,Collect,SIM-H-0072,H0,68.56694797994378
SIMULATED,Collect,SIM-H-0072,H0+H1,75.0014258299427
SIMULATED,Collect,SIM-H-0072,H0+H1+H2,79.91015882940911
SIMULATED,Collect,SIM-H-0072,H0+H1+H2+H3,79.73582601144201
SIMULATED,Collect,SIM-H-0073,H0,74.12526759373344
SIMULATED,Collect,SIM-H-0073,H0+H1,73.67147293597041
SIMULATED,Collect,SIM-H-0073,H0+H1+H2,77.29337713960453
SIMULATED,Collect,SIM-H-0073,H0+H1+H2+H3,78.12468111462164
SIMULATED,Collect,SIM-H-0074,H0,67.7421422073457
SIMULATED,Collect,SIM-H-0074,H0+H1,74.2504660671784
SIMULATED,Collect,SIM-H-0074,H0+H1+H2,78.02716156233248
SIMULATED,Collect,SIM-H-0074,H0+H1+H2+H3,81.91240192528335
SIMULATED,Collect,SIM-H-0075,H0,69.24911562945765
SIMULATED,Collect,SIM-H-0075,H0+H1,71.15025099934812
SIMULATED,Collect,SIM-H-0075,H0+H1+H2,78.50147916639729
SIMULATED,Collect,SIM-H-0075,H0+H1+H2+H3,77.24960407370692
SIMULATED,Collect,SIM-H-0076,H0,69.54781044294067
SIMULATED,Collect,SIM-H-0076,H0+H1,75.47235493243795
SIMULATED,Collect,SIM-H-0076,H0+H1+H2,79.44371543430776
SIMULATED,Collect,SIM-H-0076,H0+H1+H2+H3,79.26114579247339
SIMULATED,Collect,SIM-H-0077,H0,72.60999672073832
SIMULATED,Collect,SIM-H-0077,H0+H1,75.65351181513316
SIMULATED,Collect,SIM-H-0077,H0+H1+H2,80.98189547913447
SIMULATED,Collect,SIM-H-0077,H0+H1+H2+H3,77.53358947018015
SIMULATED,Collect,SIM-H-0078,H0,69.08158739970362
SIMULATED,Collect,SIM-H-0078,H0+H1,74.5192075233979
SIMULATED,Collect,SIM-H-0078,H0+H1+H2,78.39823197497675
SIMULATED,Collect,SIM-H-0078,H0+H1+H2+H3,79.31335226155883
SIMULATED,Collect,SIM-H-0079,H0,72.74594307941233
SIMULATED,Collect,SIM-H-0079,H0+H1,74.78845735117926
SIMULATED,Collect,SIM-H-0079,H0+H1+H2,78.53516237731655
SIMULATED,Collect,SIM-H-0079,H0+H1+H2+H3,75.90273296253909
SIMULATED,Collect,SIM-H-0080,H0,65.08687157351628
SIMULATED,Collect,SIM-H-0080,H0+H1,71.77242965976023
SIMULATED,Collect,SIM-H-0080,H0+H1+H2,75.89020955751914
SIMULATED,Collect,SIM-H-0080,H0+H1+H2+H3,76.50749434966257
SIMULATED,Collect,SIM-H-0081,H0,71.13560124747559
SIMULATED,Collect,SIM-H-0081,H0+H1,76.6963924436046
SIMULATED,Collect,SIM-H-0081,H0+H1+H2,78.33283721551459
SIMULATED,Collect,SIM-H-0081,H0+H1+H2+H3,77.24262887007059
SIMULATED,Collect,SIM-H-0082,H0,72.46503535696372
SIMULATED,Collect,SIM-H-0082,H0+H1,76.0881487117532
SIMULATED,Collect,SIM-H-0082,H0+H1+H2,75.7436920935532
SIMULATED,Collect,SIM-H-0082,H0+H1+H2+H3,77.43456848340819
SIMULATED,Collect,SIM-H-0083,H0,71.4843482862623
SIMULATED,Collect,SIM-H-0083,H0+H1,72.44954597573586
SIMULATED,Collect,SIM-H-0083,H0+H1+H2,81.5345435997119
SIMULATED,Collect,SIM-H-0083,H0+H1+H2+H3,74.38892423413704
SIMULATED,Collect,SIM-H-0084,H0,72.27786554974455
SIMULATED,Collect,SIM-H-0084,H0+H1,74.27660467109143
SIMULATED,Collect,SIM-H-0084,H0+H1+H2,80.4605882693908
SIMULATED,Collect,SIM-H-0084,H0+H1+H2+H3,79.78548245782589
SIMULATED,Collect,SIM-H-0085,H0,67.47659227644371
SIMULATED,Collect,SIM-H-0085,H0+H1,71.91124111350987
SIMULATED,Collect,SIM-H-0085,H0+H1+H2,76.95695773923315
SIMULATED,Collect,SIM-H-0085,H0+H1+H2+H3,77.51447821440885
SIMULATED,Collect,SIM-H-0086,H0,71.5156005875755
SIMULATED,Collect,SIM-H-0086,H0+H1,73.88124718278172
SIMULATED,Collect,SIM-H-0086,H0+H1+H2,77.61624122369884
SIMULATED,Collect,SIM-H-0086,H0+H1+H2+H3,77.85001036775327
SIMULATED,Collect,SIM-H-0087,H0,69.49361119357187
SIMULATED,Collect,SIM-H-0087,H0+H1,71.62581028634122
SIMULATED,Collect,SIM-H-0087,H0+H1+H2,82.99891324478803
SIMULATED,Collect,SIM-H-0087,H0+H1+H2+H3,81.48358249657677
SIMULATED,Collect,SIM-H-0088,H0,70.08076282660151
SIMULATED,Collect,SIM-H-0088,H0+H1,74.13771755831661
SIMULATED,Collect,SIM-H-0088,H0+H1+H2,75.12416452597267
SIMULATED,Collect,SIM-H-0088,H0+H1+H2+H3,78.68569358382835
SIMULATED,Collect,SIM-H-0089,H0,74.87825508668858
SIMULATED,Collect,SIM-H-0089,H0+H1,74.51124008239415
SIMULATED,Collect,SIM-H-0089,H0+H1+H2,79.32520823693308
SIMULATED,Collect,SIM-H-0089,H0+H1+H2+H3,76.9289405603236
SIMULATED,Collect,SIM-H-0090,H0,68.65681366179093
SIMULATED,Collect,SIM-H-0090,H0+H1,75.82759022543489
SIMULATED,Collect,SIM-H-0090,H0+H1+H2,78.17413823425514
SIMULATED,Collect,SIM-H-0090,H0+H1+H2+H3,79.26459259324855
SIMULATED,Collect,SIM-H-0091,H0,71.39621445612013
SIMULATED,Collect,SIM-H-0091,H0+H1,75.501354492041
SIMULATED,Collect,SIM-H-0091,H0+H1+H2,74.08692770619017
SIMULATED,Collect,SIM-H-0091,H0+H1+H2+H3,77.98909884182105
SIMULATED,Collect,SIM-H-0092,H0,72.55825962714927
SIMULATED,Collect,SIM-H-0092,H0+H1,69.60106305774795
SIMULATED,Collect,SIM-H-0092,H0+H1+H2,72.3895155706356
SIMULATED,Collect,SIM-H-0092,H0+H1+H2+H3,81.75355917784663
SIMULATED,Collect,SIM-H-0093,H0,74.19643671502234
SIMULATED,Collect,SIM-H-0093,H0+H1,74.57395767977836
SIMULATED,Collect,SIM-H-0093,H0+H1+H2,75.59348421243726
SIMULATED,Collect,SIM-H-0093,H0+H1+H2+H3,79.80353755709027
SIMULATED,Collect,SIM-H-0094,H0,73.74356525050122
SIMULATED,Collect,SIM-H-0094,H0+H1,75.7825742204194
SIMULATED,Collect,SIM-H-0094,H0+H1+H2,77.17692147977796
SIMULATED,Collect,SIM-H-0094,H0+H1+H2+H3,82.29425526420341
SIMULATED,Collect,SIM-H-0095,H0,72.83422636066783
SIMULATED,Collect,SIM-H-0095,H0+H1,74.41878744817151
SIMULATED,Collect,SIM-H-0095,H0+H1+H2,76.63164268942073
SIMULATED,Collect,SIM-H-0095,H0+H1+H2+H3,80.64473293953867
SIMULATED,Collect,SIM-H-0096,H0,69.33338491731836
SIMULATED,Collect,SIM-H-0096,H0+H1,75.5214356499426
SIMULATED,Collect,SIM-H-0096,H0+H1+H2,75.23153139123558
SIMULATED,Collect,SIM-H-0096,H0+H1+H2+H3,79.68225521934119
SIMULATED,Collect,SIM-H-0097,H0,73.18335874356013
SIMULATED,Collect,SIM-H-0097,H0+H1,75.08254839947439
SIMULATED,Collect,SIM-H-0097,H0+H1+H2,76.89928233188743
SIMULATED,Collect,SIM-H-0097,H0+H1+H2+H3,79.18968355091108
SIMULATED,Collect,SIM-H-0098,H0,72.60479577328928
SIMULATED,Collect,SIM-H-0098,H0+H1,74.67123944639263
SIMULATED,Collect,SIM-H-0098,H0+H1+H2,76.65224243229076
SIMULATED,Collect,SIM-H-0098,H0+H1+H2+H3,79.75448008546957
SIMULATED,Collect,SIM-H-0099,H0,74.35488984157556
SIMULATED,Collect,SIM-H-0099,H0+H1,77.83235559370155
SIMULATED,Collect,SIM-H-0099,H0+H1+H2,76.50734993924851
SIMULATED,Collect,SIM-H-0099,H0+H1+H2+H3,79.77561220878073
SIMULATED,Collect,SIM-H-0100,H0,70.01990739853498
SIMULATED,Collect,SIM-H-0100,H0+H1,78.3681895945788
SIMULATED,Collect,SIM-H-0100,H0+H1+H2,76.24846119495975
SIMULATED,Collect,SIM-H-0100,H0+H1+H2+H3,76.55061380308115
SIMULATED,Collect,SIM-H-0101,H0,74.45714910358856
SIMULATED,Collect,SIM-H-0101,H0+H1,71.85248201749685
SIMULATED,Collect,SIM-H-0101,H0+H1+H2,79.57114703212268
SIMULATED,Collect,SIM-H-0101,H0+H1+H2+H3,80.84200282992147
SIMULATED,Collect,SIM-H-0102,H0,71.36485991559857
SIMULATED,Collect,SIM-H-0102,H0+H1,77.64299157502238
SIMULATED,Collect,SIM-H-0102,H0+H1+H2,77.44762872674893
SIMULATED,Collect,SIM-H-0102,H0+H1+H2+H3,77.3280829507182
SIMULATED,Collect,SIM-H-0103,H0,71.71746230145757
SIMULATED,Collect,SIM-H-0103,H0+H1,72.96343439461995
SIMULATED,Collect,SIM-H-0103,H0+H1+H2,78.15004447198491
SIMULATED,Collect,SIM-H-0103,H0+H1+H2+H3,76.70768557686196
SIMULATED,Collect,SIM-H-0104,H0,67.14515024895113
SIMULATED,Collect,SIM-H-0104,H0+H1,76.12359582129086
SIMULATED,Collect,SIM-H-0104,H0+H1+H2,78.01226954205114
SIMULATED,Collect,SIM-H-0104,H0+H1+H2+H3,77.04687628074572
SIMULATED,Collect,SIM-H-0105,H0,67.84389531550717
SIMULATED,Collect,SIM-H-0105,H0+H1,74.61409583497192
SIMULATED,Collect,SIM-H-0105,H0+H1+H2,78.72797562016811
SIMULATED,Collect,SIM-H-0105,H0+H1+H2+H3,77.45855724229135
SIMULATED,Collect,SIM-H-0106,H0,73.40998949467591
SIMULATED,Collect,SIM-H-0106,H0+H1,71.60755614074709
SIMULATED,Collect,SIM-H-0106,H0+H1+H2,76.27718431215149
SIMULATED,Collect,SIM-H-0106,H0+H1+H2+H3,77.5758840894589
SIMULATED,Collect,SIM-H-0107,H0,68.93699288947666
SIMULATED,Collect,SIM-H-0107,H0+H1,75.20164847387566
SIMULATED,Collect,SIM-H-0107,H0+H1+H2,78.45867757016211
SIMULATED,Collect,SIM-H-0107,H0+H1+H2+H3,78.27259802226328
SIMULATED,Collect,SIM-H-0108,H0,72.51987803804612
SIMULATED,Collect,SIM-H-0108,H0+H1,75.68806884040231
SIMULATED,Collect,SIM-H-0108,H0+H1+H2,80.04869626919437
SIMULATED,Collect,SIM-H-0108,H0+H1+H2+H3,75.75477589380593
SIMULATED,Collect,SIM-H-0109,H0,68.99494006399078
SIMULATED,Collect,SIM-H-0109,H0+H1,73.47715960506115
SIMULATED,Collect,SIM-H-0109,H0+H1+H2,81.44737435384287
SIMULATED,Collect,SIM-H-0109,H0+H1+H2+H3,76.3363015820041
SIMULATED,Collect,SIM-H-0110,H0,69.63547300173241
SIMULATED,Collect,SIM-H-0110,H0+H1,73.19978716005654
SIMULATED,Collect,SIM-H-0110,H0+H1+H2,78.80073658586215
SIMULATED,Collect,SIM-H-0110,H0+H1+H2+H3,77.58941591461279
SIMULATED,Collect,SIM-H-0111,H0,71.76206221470157
SIMULATED,Collect,SIM-H-0111,H0+H1,75.85716018091638
SIMULATED,Collect,SIM-H-0111,H0+H1+H2,82.0187820686735
SIMULATED,Collect,SIM-H-0111,H0+H1+H2+H3,81.09638748665675
SIMULATED,Collect,SIM-H-0112,H0,73.76955912083535
SIMULATED,Collect,SIM-H-0112,H0+H1,71.93285619376857
SIMULATED,Collect,SIM-H-0112,H0+H1+H2,77.55006568299609
SIMULATED,Collect,SIM-H-0112,H0+H1+H2+H3,78.3542732391362
SIMULATED,Collect,SIM-H-0113,H0,69.87507764314564
SIMULATED,Collect,SIM-H-0113,H0+H1,74.87205019435937
SIMULATED,Collect,SIM-H-0113,H0+H1+H2,75.91411564285127
SIMULATED,Collect,SIM-H-0113,H0+H1+H2+H3,77.33167921404714
SIMULATED,Collect,SIM-H-0114,H0,73.77477558547778
SIMULATED,Collect,SIM-H-0114,H0+H1,72.63948557697307
SIMULATED,Collect,SIM-H-0114,H0+H1+H2,76.50400155916006
SIMULATED,Collect,SIM-H-0114,H0+H1+H2+H3,78.28943725408492
SIMULATED,Collect,SIM-H-0115,H0,68.38760669857207
SIMULATED,Collect,SIM-H-0115,H0+H1,74.12516452742645
SIMULATED,Collect,SIM-H-0115,H0+H1+H2,77.7554466539709
SIMULATED,Collect,SIM-H-0115,H0+H1+H2+H3,77.6080348491153
SIMULATED,Collect,SIM-H-0116,H0,68.35307284071924
SIMULATED,Collect,SIM-H-0116,H0+H1,71.79819203556156
SIMULATED,Collect,SIM-H-0116,H0+H1+H2,79.52075290628561
SIMULATED,Collect,SIM-H-0116,H0+H1+H2+H3,77.01607463575843
SIMULATED,Collect,SIM-H-0117,H0,71.25266705461824
SIMULATED,Collect,SIM-H-0117,H0+H1,74.95513418307314
SIMULATED,Collect,SIM-H-0117,H0+H1+H2,78.36552407377083
SIMULATED,Collect,SIM-H-0117,H0+H1+H2+H3,79.91902638539372
SIMULATED,Collect,SIM-H-0118,H0,72.33037851451736
SIMULATED,Collect,SIM-H-0118,H0+H1,72.87029106786422
SIMULATED,Collect,SIM-H-0118,H0+H1+H2,81.91604957418498
SIMULATED,Collect,SIM-H-0118,H0+H1+H2+H3,70.87081043050071
SIMULATED,Collect,SIM-H-0119,H0,75.2100830376403
SIMULATED,Collect,SIM-H-0119,H0+H1,74.91122933171218
SIMULATED,Collect,SIM-H-0119,H0+H1+H2,81.72559637393876
SIMULATED,Collect,SIM-H-0119,H0+H1+H2+H3,77.57451952475611
SIMULATED,Collect,SIM-H-0120,H0,70.87800654910897
SIMULATED,Collect,SIM-H-0120,H0+H1,72.2613078395232
SIMULATED,Collect,SIM-H-0120,H0+H1+H2,72.82142467141054
SIMULATED,Collect,SIM-H-0120,H0+H1+H2+H3,75.55608476954352
SIMULATED,Collect,SIM-H-0121,H0,70.86180988091655
SIMULATED,Collect,SIM-H-0121,H0+H1,73.69322592737818
SIMULATED,Collect,SIM-H-0121,H0+H1+H2,75.45347351215425
SIMULATED,Collect,SIM-H-0121,H0+H1+H2+H3,80.65878523058618
SIMULATED,Collect,SIM-H-0122,H0,71.57240590585589
SIMULATED,Collect,SIM-H-0122,H0+H1,74.53927121883278
SIMULATED,Collect,SIM-H-0122,H0+H1+H2,75.59904762464186
SIMULATED,Collect,SIM-H-0122,H0+H1+H2+H3,83.19759706325782
SIMULATED,Collect,SIM-H-0123,H0,70.78216272432493
SIMULATED,Collect,SIM-H-0123,H0+H1,73.82238620921297
SIMULATED,Collect,SIM-H-0123,H0+H1+H2,74.50744692820734
SIMULATED,Collect,SIM-H-0123,H0+H1+H2+H3,81.23629969398357
SIMULATED,Collect,SIM-H-0124,H0,69.62266099319237
SIMULATED,Collect,SIM-H-0124,H0+H1,74.92136876399216
SIMULATED,Collect,SIM-H-0124,H0+H1+H2,77.138880839341
SIMULATED,Collect,SIM-H-0124,H0+H1+H2+H3,75.30750907726963
SIMULATED,Collect,SIM-H-0125,H0,69.37642234365876
SIMULATED,Collect,SIM-H-0125,H0+H1,72.69950655845791
SIMULATED,Collect,SIM-H-0125,H0+H1+H2,78.72645842206073
SIMULATED,Collect,SIM-H-0125,H0+H1+H2+H3,80.65885208310183
SIMULATED,Collect,SIM-H-0126,H0,70.10479851363183
SIMULATED,Collect,SIM-H-0126,H0+H1,72.36254047961097
SIMULATED,Collect,SIM-H-0126,H0+H1+H2,78.64000402172411
SIMULATED,Collect,SIM-H-0126,H0+H1+H2+H3,77.91350491249571
SIMULATED,Collect,SIM-H-0127,H0,70.4995621044847
SIMULATED,Collect,SIM-H-0127,H0+H1,68.52548411816217
SIMULATED,Collect,SIM-H-0127,H0+H1+H2,80.05642559924931
SIMULATED,Collect,SIM-H-0127,H0+H1+H2+H3,80.8480345275214
SIMULATED,Collect,SIM-H-0128,H0,72.32969152079941
SIMULATED,Collect,SIM-H-0128,H0+H1,71.59432386464815
SIMULATED,Collect,SIM-H-0128,H0+H1+H2,81.08742837251167
SIMULATED,Collect,SIM-H-0128,H0+H1+H2+H3,75.35936999341193
SIMULATED,Collect,SIM-H-0129,H0,69.2146055101753
SIMULATED,Collect,SIM-H-0129,H0+H1,75.77526134789483
SIMULATED,Collect,SIM-H-0129,H0+H1+H2,78.95527547919778
SIMULATED,Collect,SIM-H-0129,H0+H1+H2+H3,79.19719820595087
SIMULATED,Collect,SIM-H-0130,H0,68.4874484468023
SIMULATED,Collect,SIM-H-0130,H0+H1,73.42041980153891
