provenance,setting,domain,input_group,rater_1,rater_2,rater_3,group_agreement,group_outcome
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0109,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0110,2,2,1,0.3333333333333333,tie
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0111,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0112,1,2,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0113,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0114,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0115,-1,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0116,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0117,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0118,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0119,0,0,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0120,0,2,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0121,2,2,2,1.0,tie
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0122,0,0,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0123,2,1,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0124,1,-1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0125,1,1,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0126,-1,-1,1,nan,insufficient votes
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0127,-1,1,-1,nan,insufficient votes
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0128,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0129,0,0,-1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0130,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0131,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0132,-1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0133,0,1,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0134,0,-1,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0135,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0136,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0137,1,1,-1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0138,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0139,1,-1,-1,nan,insufficient votes
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0140,-1,1,-1,nan,insufficient votes
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0141,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0142,-1,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0143,-1,-1,-1,nan,insufficient votes
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0144,0,0,-1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0145,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0146,0,1,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0147,0,-1,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0148,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0149,2,1,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0150,1,2,0,0.0,no consensus
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0151,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0152,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0153,0,1,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0154,-1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0155,-1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0156,-1,-1,2,nan,insufficient votes
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0157,-1,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0158,-1,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0159,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0000,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0001,0,0,-1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0002,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0003,-1,-1,1,nan,insufficient votes
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0004,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0005,1,2,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0006,2,2,0,0.3333333333333333,tie
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0007,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0008,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0009,1,1,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0010,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0011,0,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0012,0,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0013,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0014,1,-1,2,0.0,no consensus
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0015,2,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0016,1,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0017,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0018,0,0,-1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0019,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0020,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0021,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0022,0,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0023,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0024,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0025,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0026,2,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0027,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0028,0,0,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0029,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0030,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0031,2,2,2,1.0,tie
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0032,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0033,0,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0034,0,-1,-1,nan,insufficient votes
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0035,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0036,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0037,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0038,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0039,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0040,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0041,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0042,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0043,1,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0044,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0045,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0046,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0047,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0048,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0049,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0050,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0051,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0052,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0053,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0054,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0055,1,2,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0056,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0057,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0058,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0059,1,0,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0060,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0061,0,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0062,1,1,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0063,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0064,2,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0065,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0066,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0067,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0068,1,1,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0069,-1,2,2,1.0,tie
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0070,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0071,1,0,-1,0.0,no consensus
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0072,1,-1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0073,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0074,1,0,2,0.0,no consensus
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0075,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0076,2,0,2,0.3333333333333333,tie
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0077,0,0,-1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0078,0,2,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0079,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0080,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0081,1,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0082,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0083,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0084,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0085,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0086,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0087,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0088,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0089,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0090,0,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0091,1,2,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0092,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0093,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0094,2,2,2,1.0,tie
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0095,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0096,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0097,2,0,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0098,0,0,-1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0099,-1,2,1,0.0,no consensus
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0100,-1,-1,0,nan,insufficient votes
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0101,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0102,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0103,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0104,0,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0105,2,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0106,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0107,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0108,1,2,2,0.3333333333333333,tie
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0109,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0110,0,1,2,0.0,no consensus
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0111,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0112,1,-1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0113,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0114,1,2,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0115,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0116,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0117,2,0,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0118,0,0,-1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0119,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0120,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0121,0,2,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0122,2,0,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0123,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0124,0,2,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0125,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0126,0,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0127,0,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0128,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0129,2,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0130,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0131,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0132,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0133,0,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0134,2,-1,-1,nan,insufficient votes
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0135,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0136,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0137,-1,-1,1,nan,insufficient votes
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0138,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0139,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0140,-1,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0141,2,2,2,1.0,tie
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0142,2,2,2,1.0,tie
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0143,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0144,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0145,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0146,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0147,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0148,2,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0149,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0150,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0151,2,-1,2,1.0,tie
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0152,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0153,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0154,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0155,1,1,1,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0156,0,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0157,-1,0,0,1.0,decisive
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0158,0,-1,1,0.0,no consensus
SIMULATED,Collect,TD-SV2,SIM-ANN-4-0159,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0000,2,2,1,0.3333333333333333,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0001,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0002,2,2,-1,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0003,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0004,0,2,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0005,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0006,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0007,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0008,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0009,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0010,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0011,1,2,2,0.3333333333333333,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0012,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0013,0,2,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0014,0,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0015,1,-1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0016,2,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0017,1,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0018,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0019,2,0,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0020,2,2,2,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0021,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0022,2,2,2,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0023,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0024,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0025,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0026,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0027,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0028,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0029,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0030,-1,0,-1,nan,insufficient votes
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0031,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0032,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0033,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0034,0,2,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0035,0,0,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0036,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0037,0,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0038,1,2,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0039,1,1,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0040,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0041,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0042,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0043,-1,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0044,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0045,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0046,0,2,2,0.3333333333333333,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0047,1,0,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0048,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0049,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0050,2,2,2,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0051,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0052,2,2,2,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0053,1,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0054,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0055,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0056,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0057,0,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0058,-1,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0059,0,1,2,0.0,no consensus
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0060,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0061,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0062,2,0,2,0.3333333333333333,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0063,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0064,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0065,2,2,2,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0066,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0067,2,2,2,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0068,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0069,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0070,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0071,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0072,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0073,2,2,2,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0074,0,1,-1,0.0,no consensus
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0075,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0076,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0077,1,2,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0078,2,2,2,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0079,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0080,1,2,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0081,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0082,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0083,0,2,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0084,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0085,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0086,2,0,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0087,0,0,0,1.0,decisive
