provenance,setting,domain,split,method,metric,mean,lower,upper,coverage,cost_units
SIMULATED,Collect,TD-AR2,ID,Metric ensemble,pairwise,0.6844863731656186,0.6467505241090147,0.720125786163522,0.99375,0.6303369683332007
SIMULATED,Collect,TD-AR2,ID,Metric ensemble,top_region,0.6981132075471698,0.660377358490566,0.7358490566037735,0.99375,0.6303369683332007
SIMULATED,Collect,TD-AR2,ID,Metric ensemble,best_of_4,0.5031446540880503,0.4276729559748428,0.5786163522012578,0.99375,0.6303369683332007
SIMULATED,Collect,TD-AR2,ID,Metric ensemble,rank_regret,0.2893081761006289,0.23270440251572327,0.3396750524109014,0.99375,0.6303369683332007
SIMULATED,Collect,TD-AR2,ID,Static judge,pairwise,0.7180293501048219,0.6855345911949685,0.7495020964360587,0.99375,0.78819224909411
SIMULATED,Collect,TD-AR2,ID,Static judge,top_region,0.7283018867924527,0.6918238993710691,0.7647798742138363,0.99375,0.78819224909411
SIMULATED,Collect,TD-AR2,ID,Static judge,best_of_4,0.5660377358490566,0.49056603773584906,0.6415094339622641,0.99375,0.78819224909411
SIMULATED,Collect,TD-AR2,ID,Static judge,rank_regret,0.22641509433962265,0.17819706498951782,0.26834381551362685,0.99375,0.78819224909411
SIMULATED,Collect,TD-AR2,ID,Static tools,pairwise,0.7331223628691983,0.7003955696202532,0.7637130801687763,0.9875,1.0225450489562786
SIMULATED,Collect,TD-AR2,ID,Static tools,top_region,0.7481012658227848,0.7101265822784811,0.7822784810126582,0.9875,1.0225450489562786
SIMULATED,Collect,TD-AR2,ID,Static tools,best_of_4,0.5886075949367089,0.5063291139240507,0.6645569620253164,0.9875,1.0225450489562786
SIMULATED,Collect,TD-AR2,ID,Static tools,rank_regret,0.21940928270042193,0.16877637130801687,0.2721518987341772,0.9875,1.0225450489562786
SIMULATED,Collect,TD-AR2,ID,Prompt optimization,pairwise,0.7306079664570231,0.6970649895178198,0.7631027253668763,0.99375,1.1262041324636722
SIMULATED,Collect,TD-AR2,ID,Prompt optimization,top_region,0.7509433962264149,0.716949685534591,0.7836477987421382,0.99375,1.1262041324636722
SIMULATED,Collect,TD-AR2,ID,Prompt optimization,best_of_4,0.5408805031446541,0.46540880503144655,0.6226415094339622,0.99375,1.1262041324636722
SIMULATED,Collect,TD-AR2,ID,Prompt optimization,rank_regret,0.2138364779874214,0.16981132075471697,0.259958071278826,0.99375,1.1262041324636722
SIMULATED,Collect,TD-AR2,ID,Program search,pairwise,0.7327044025157232,0.7002096436058701,0.7641509433962265,0.99375,1.3866313404057689
SIMULATED,Collect,TD-AR2,ID,Program search,top_region,0.7433962264150943,0.7068867924528301,0.7786163522012578,0.99375,1.3866313404057689
SIMULATED,Collect,TD-AR2,ID,Program search,best_of_4,0.5408805031446541,0.46525157232704406,0.6163522012578616,0.99375,1.3866313404057689
SIMULATED,Collect,TD-AR2,ID,Program search,rank_regret,0.2285115303983228,0.18238993710691823,0.27253668763102723,0.99375,1.3866313404057689
SIMULATED,Collect,TD-AR2,ID,ERA,pairwise,0.740625,0.7052083333333333,0.7750260416666667,1.0,1.484580382263745
SIMULATED,Collect,TD-AR2,ID,ERA,top_region,0.7449999999999999,0.705,0.78,1.0,1.484580382263745
SIMULATED,Collect,TD-AR2,ID,ERA,best_of_4,0.55625,0.48125,0.63125,1.0,1.484580382263745
SIMULATED,Collect,TD-AR2,ID,ERA,rank_regret,0.2333333333333333,0.18541666666666665,0.28125,1.0,1.484580382263745
SIMULATED,Collect,TD-AR2,OOD,Single metric,pairwise,0.6247379454926625,0.590146750524109,0.6604035639412997,0.99375,0.21990569642766786
SIMULATED,Collect,TD-AR2,OOD,Single metric,top_region,0.6415094339622641,0.6000000000000001,0.6792767295597484,0.99375,0.21990569642766786
SIMULATED,Collect,TD-AR2,OOD,Single metric,best_of_4,0.3836477987421384,0.3081761006289308,0.4591194968553459,0.99375,0.21990569642766786
SIMULATED,Collect,TD-AR2,OOD,Single metric,rank_regret,0.36477987421383645,0.31236897274633124,0.4234800838574423,0.99375,0.21990569642766786
SIMULATED,Collect,TD-AR2,OOD,Metric ensemble,pairwise,0.6427083333333333,0.609375,0.6739843750000001,1.0,0.6342454302138316
SIMULATED,Collect,TD-AR2,OOD,Metric ensemble,top_region,0.65625,0.61625,0.6962499999999999,1.0,0.6342454302138316
SIMULATED,Collect,TD-AR2,OOD,Metric ensemble,best_of_4,0.4625,0.3875,0.5375,1.0,0.6342454302138316
SIMULATED,Collect,TD-AR2,OOD,Metric ensemble,rank_regret,0.31666666666666665,0.2625,0.3688020833333333,1.0,0.6342454302138316
SIMULATED,Collect,TD-AR2,OOD,Static judge,pairwise,0.6864583333333333,0.6479166666666667,0.725,1.0,0.8185971822949124
SIMULATED,Collect,TD-AR2,OOD,Static judge,top_region,0.6962499999999999,0.6575,0.735,1.0,0.8185971822949124
SIMULATED,Collect,TD-AR2,OOD,Static judge,best_of_4,0.5,0.425,0.575,1.0,0.8185971822949124
SIMULATED,Collect,TD-AR2,OOD,Static judge,rank_regret,0.29375,0.2375,0.3520833333333333,1.0,0.8185971822949124
SIMULATED,Collect,TD-AR2,OOD,Static tools,pairwise,0.6856540084388186,0.6518987341772152,0.7194092827004219,0.9875,0.9990587049266588
SIMULATED,Collect,TD-AR2,OOD,Static tools,top_region,0.7063291139240506,0.6683227848101266,0.740506329113924,0.9875,0.9990587049266588
SIMULATED,Collect,TD-AR2,OOD,Static tools,best_of_4,0.4936708860759494,0.4177215189873418,0.569620253164557,0.9875,0.9990587049266588
SIMULATED,Collect,TD-AR2,OOD,Static tools,rank_regret,0.29324894514767935,0.24050632911392406,0.34604430379746837,0.9875,0.9990587049266588
SIMULATED,Collect,TD-AR2,OOD,Prompt optimization,pairwise,0.703125,0.6635156249999999,0.7364583333333333,1.0,1.1417330414670392
SIMULATED,Collect,TD-AR2,OOD,Prompt optimization,top_region,0.72,0.68375,0.75878125,1.0,1.1417330414670392
SIMULATED,Collect,TD-AR2,OOD,Prompt optimization,best_of_4,0.5375,0.45625,0.6125,1.0,1.1417330414670392
SIMULATED,Collect,TD-AR2,OOD,Prompt optimization,rank_regret,0.24166666666666664,0.19791666666666666,0.2895833333333333,1.0,1.1417330414670392
SIMULATED,Collect,TD-AR2,OOD,Program search,pairwise,0.7246835443037974,0.6909282700421941,0.7574103375527427,0.9875,1.400606924684818
SIMULATED,Collect,TD-AR2,OOD,Program search,top_region,0.7443037974683544,0.7113607594936708,0.7784810126582278,0.9875,1.400606924684818
SIMULATED,Collect,TD-AR2,OOD,Program search,best_of_4,0.5949367088607594,0.5189873417721519,0.6708860759493671,0.9875,1.400606924684818
SIMULATED,Collect,TD-AR2,OOD,Program search,rank_regret,0.2172995780590717,0.17294303797468355,0.26582278481012656,0.9875,1.400606924684818
SIMULATED,Collect,TD-AR2,OOD,ERA,pairwise,0.7041666666666666,0.672890625,0.7364583333333332,1.0,1.529892346602546
SIMULATED,Collect,TD-AR2,OOD,ERA,top_region,0.72,0.6849999999999999,0.755,1.0,1.529892346602546
SIMULATED,Collect,TD-AR2,OOD,ERA,best_of_4,0.5125,0.4375,0.5875,1.0,1.529892346602546
SIMULATED,Collect,TD-AR2,OOD,ERA,rank_regret,0.25416666666666665,0.20833333333333331,0.30833333333333335,1.0,1.529892346602546
