provenance,setting,domain,component,input_group,delta_pp
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0078,11.064136922847458
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0079,-9.858261438589997
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0080,0.6026056897640485
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0081,-4.3877042685625565
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0082,-10.376128851136794
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0083,4.489934513411569
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0084,1.7250474871702144
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0085,-1.7834452964214222
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0086,3.617980465281363
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0087,-4.116101726757862
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0088,-7.684800464169515
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0089,7.661720804284808
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0090,0.20852489883361014
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0091,-4.9431006174369285
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0092,11.621833066435133
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0093,-7.219422649461708
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0094,8.921264392887197
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0095,2.312118622721754
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0096,1.389026818794973
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0097,3.746498228366968
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0098,0.6538092819593332
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0099,-4.264320782405298
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0100,7.066808430827579
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0101,-0.700206546571466
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0102,7.834462892462894
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0103,-6.0355916608144025
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0104,19.33781408901014
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0105,-3.0479493281307635
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0106,0.908496831232747
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0107,1.531646768326717
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0108,2.2954065177486083
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0109,-9.277958422056608
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0110,-4.110846697000205
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0111,0.5593550038828821
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0112,-5.961662543919675
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0113,-4.0041898847300414
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0114,0.12741482651799074
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0115,5.770709422152588
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0116,-8.031689980967538
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0117,-0.13618002249389538
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0118,-6.160101595214187
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0119,-0.7269560956574954
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0120,-0.7384010674987265
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0121,-6.656844261412751
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0122,2.1123120646579343
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0123,-7.9728752615794685
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0124,-3.1501294008466996
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0125,-7.76094940616117
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0126,-7.406144871818792
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0127,3.748094451303528
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0128,-4.50394849453898
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0129,19.846759935324545
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0130,-4.012053249775103
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0131,0.3460935127194276
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0132,0.567497018504908
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0133,0.9692200461915108
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0134,-3.8814525309427186
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0135,-3.4166398792500274
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0136,9.376903195519741
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0137,2.9399759419386147
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0138,2.617683109423391
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0139,7.491737813300606
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0140,4.421533478889172
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0141,0.7609964167820263
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0142,9.547717903235196
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0143,6.8220490536135
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0144,3.3187321724888657
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0145,-11.621059800615608
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0146,-1.5761268463151732
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0147,4.607784843801284
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0148,9.907323345780512
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0149,5.127863357801373
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0150,-0.511579554146482
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0151,-0.7895148932644118
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0152,6.468697165071982
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0153,-9.160864666708102
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0154,-10.031033105723498
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0155,3.4359901052122384
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0156,0.08653254490891782
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0157,-5.529431772242815
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0158,-2.1384168317998355
SIMULATED,Collect,TD-SV2,K,SIM-ABL-4-0159,9.173507134095123
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0000,-2.3556994182492517
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0001,-1.4843010346480596
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0002,-0.31737786544702207
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0003,-8.666095549025007
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0004,-6.7236453197053185
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0005,-5.630708626851438
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0006,-2.6868902411113353
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0007,-2.161850418167938
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0008,3.3443669762350474
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0009,-4.077280310012746
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0010,9.39175187747569
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0011,3.27185501326666
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0012,3.185350858892459
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0013,11.505799409752825
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0014,-3.8500578209801803
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0015,10.818147289892078
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0016,6.682064734960798
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0017,-0.2934322616206555
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0018,-0.7533358915210575
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0019,0.6542408774099092
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0020,-3.438779147442193
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0021,16.70314565384681
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0022,3.2564727784652936
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0023,-5.593988735195544
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0024,20.515683999986045
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0025,-2.6616395151437713
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0026,13.715567704672251
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0027,-0.6192601166677008
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0028,-4.249517655667913
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0029,1.511712262946256
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0030,-2.7075822847232596
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0031,-2.8297283225924277
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0032,-11.996870494244764
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0033,-8.917576126877513
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0034,-4.657391319378227
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0035,3.2830198386038827
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0036,-1.666843893725179
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0037,0.5140388030218219
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0038,-2.102006182094902
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0039,15.815423576728543
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0040,-1.4584886719584824
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0041,6.980282179753301
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0042,-4.81820461634961
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0043,3.4656129083892857
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0044,0.42957515608318886
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0045,4.957234144117169
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0046,1.9067843378973621
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0047,8.88828926773542
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0048,5.772511316029024
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0049,-1.0800391142352248
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0050,2.665461432564596
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0051,6.56530434886304
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0052,-2.9269341319121125
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0053,-4.7686308143475955
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0054,-4.0797033504967395
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0055,12.09716399974405
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0056,-15.825650846436268
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0057,-2.3130674275478817
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0058,-5.777477043425821
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0059,0.4896112386821825
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0060,-3.2660946360147607
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0061,5.001723744632331
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0062,-12.009734154733227
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0063,1.297407620645966
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0064,7.930125927530696
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0065,-3.3563093997472295
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0066,17.224472699418538
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0067,9.724731262181743
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0068,15.882509819718328
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0069,-12.270102014091444
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0070,1.3200046080079428
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0071,1.9587220258637004
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0072,-1.4841252808161827
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0073,13.827002267056496
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0074,-2.843848116748786
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0075,9.211934263943384
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0076,6.494981819064459
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0077,-2.287708343572019
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0078,-5.384547150199861
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0079,0.2855589993356389
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0080,6.729082977717156
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0081,-12.737983571473228
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0082,2.119886242441085
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0083,-9.996868440140574
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0084,-6.00927620753174
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0085,10.042337058834535
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0086,3.7601309771180977
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0087,9.617447168985215
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0088,-8.804846969769605
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0089,2.9362220807189043
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0090,0.9343289946558989
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0091,1.716303156617546
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0092,7.14682217677789
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0093,2.686242548779986
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0094,-1.1221637747759379
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0095,0.11311409931254612
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0096,-4.478463541394577
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0097,16.776696236299234
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0098,9.182881222276631
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0099,4.039441033274566
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0100,4.983798284199182
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0101,-5.190999717222385
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0102,3.3168969139647144
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0103,1.4667385754056443
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0104,2.1741121714233023
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0105,-0.44938604634953516
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0106,19.55614484560581
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0107,12.452447822356675
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0108,9.629452987992261
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0109,-10.266582541481974
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0110,-6.9993143598151795
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0111,1.65280498650997
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0112,-0.7251403558994949
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0113,0.42654412113558005
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0114,-0.5876829880763681
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0115,16.862116253243776
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0116,4.590796286558065
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0117,-7.458348492446086
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0118,14.771168758618984
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0119,5.827194732521336
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0120,-7.4846935998511634
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0121,2.248682708084077
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0122,8.84506344106591
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0123,20.494457421354422
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0124,2.8279855219570793
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0125,0.7897754908360994
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0126,10.181312592914948
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0127,-0.7110692622019681
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0128,5.761331342114116
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0129,3.5673138309844674
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0130,-0.9101502562682231
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0131,5.94783836656607
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0132,6.248896486634986
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0133,0.5840989154920496
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0134,-3.2464374498313946
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0135,6.322314357523907
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0136,-7.670208247073924
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0137,13.833605127481727
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0138,6.46565686320054
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0139,5.488645296075857
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0140,6.080860238776608
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0141,5.148588960979599
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0142,-8.376464895658113
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0143,-7.465876438061524
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0144,5.123890111323962
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0145,7.006162801234034
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0146,-1.8869399958198974
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0147,6.014165603035603
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0148,-2.789379178661193
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0149,-6.996217522199591
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0150,2.7520509977604064
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0151,5.229059733111925
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0152,0.36397939603874374
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0153,-5.131105516357176
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0154,-11.813598422810884
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0155,-16.162290358964214
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0156,9.070040492334329
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0157,4.0698754152499825
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0158,-2.0258037507742452
SIMULATED,Collect,TD-SV2,V,SIM-ABL-4-0159,4.548926626340009
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0000,21.183461892899103
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0001,5.777295099508024
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0002,2.238548271875837
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0003,9.878421185542706
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0004,11.597556147967353
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0005,2.7381556349096097
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0006,4.990693338717545
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0007,5.639748543999764
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0008,-9.512969280500414
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0009,-1.374070707043069
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0010,3.024464098604854
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0011,4.264167626152183
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0012,9.541509922761765
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0013,-6.506604971854822
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0014,-1.1801446881145816
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0015,15.101356358904473
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0016,2.389950619783591
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0017,15.029103836742445
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0018,8.137898784186516
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0019,1.447699056958268
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0020,12.234896696477332
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0021,14.913552286345631
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0022,-0.03409592807789341
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0023,7.263573010815621
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0024,12.359679958485923
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0025,-2.927356265445562
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0026,6.089903596047515
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0027,1.5009833038883622
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0028,-6.154326264667716
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0029,11.272483969771017
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0030,4.358086415316895
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0031,1.4713670665045187
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0032,8.949399934376792
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0033,13.362147871729222
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0034,-4.1656027268196585
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0035,2.555708061935933
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0036,-4.559472071110051
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0037,6.897477896183426
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0038,1.8761830693551085
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0039,14.387691764221977
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0040,15.612427777627785
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0041,7.945896656856455
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0042,15.466124331370734
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0043,12.62072590332271
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0044,3.4383993045640246
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0045,0.4432804809563655
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0046,2.299316045441679
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0047,0.7574524974128627
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0048,4.575770439739414
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0049,-6.730091371358078
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0050,7.138759069078885
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0051,6.341835839838181
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0052,12.086858431340765
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0053,2.4824798960796244
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0054,19.34748173830811
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0055,-3.936087938218032
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0056,-6.716163758078109
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0057,4.190702458848744
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0058,1.1279546944882712
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0059,9.755404853974259
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0060,6.96123385822475
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0061,3.682928200120767
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0062,13.724483547850848
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0063,-2.7378047930992064
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0064,12.51908086855134
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0065,9.630559793875824
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0066,2.4416706598770865
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0067,7.2041374194781245
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0068,-13.198912434765
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0069,11.063343659140827
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0070,-1.6301727776372426
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0071,17.557438509825886
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0072,5.350720163133968
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0073,-6.161254437272882
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0074,8.162200764276497
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0075,6.373534432312026
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0076,-1.0254657789666002
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0077,3.60798271774021
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0078,12.860953504596019
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0079,-5.6547674209805106
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0080,-0.23874678268543015
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0081,4.831457489994296
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0082,2.733218911816915
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0083,-9.130071010261975
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0084,-6.044062281347335
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0085,-2.3904948595244164
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0086,13.208303947700388
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0087,6.207074260687768
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0088,4.651125905213873
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0089,21.20092400342731
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0090,-0.3834977014559975
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0091,5.705807869644621
SIMULATED,Collect,TD-SV2,T,SIM-ABL-4-0092,7.244435311317568
